141	1	2	07
142	1	1	03
143	1	2	17
144	1	1	04
145	0	3	20
146	1	1	04
147	1	5	17
148	1	2	01
149	1	3	07
150	0	2	20
151	1	1	04
152	1	0	10
153	1	5	20
154	1	3	12
155	0	4	07
156	1	3	16
157	1	6	07
158	0	4	00
159	1	3	07
160	1	4	16
161	0	1	04
162	1	1	04
163	0	6	13
164	1	1	16
165	1	1	04
166	0	2	11
167	0	5	00
168	1	2	07
169	1	2	11
170	0	5	17
171	1	2	03
172	1	2	00
173	1	2	16
174	0	2	02
175	0	1	03
176	1	5	01
177	1	6	17
178	1	2	00
179	1	4	12
180	1	1	17
181	1	1	04
182	0	4	01
183	0	2	00
184	1	4	00
185	1	1	05
186	0	4	01
187	1	6	16
188	1	1	00
189	1	2	17
190	1	1	04
191	1	1	01
192	0	4	15
193	0	0	10
194	1	2	12
195	0	3	09
196	1	1	14
197	1	2	12
198	1	1	04
199	0	1	04
200	0	3	02
201	1	1	04
202	0	1	04
203	1	2	07
204	1	3	12
205	1	2	17
206	1	2	12
207	1	3	17
208	1	3	01
209	0	0	10
210	1	4	17
211	1	2	16
212	0	1	04
213	1	1	20
214	1	3	14
215	1	4	13
216	1	1	04
217	1	3	14
218	0	2	04
219	1	2	12
220	0	2	00
221	1	2	01
222	1	2	17
223	0	1	04
224	1	2	07
225	1	3	01
226	1	3	20
227	1	2	15
228	1	1	10
229	1	4	01
230	1	2	03
231	1	2	20
232	0	4	20
233	1	3	07
234	1	2	00
235	1	2	05
236	1	2	06
237	0	5	07
238	1	1	19
239	1	5	17
240	1	3	20
241	0	1	04
242	1	2	16
243	1	5	07
244	1	3	16
245	0	1	04
246	1	2	17
247	1	1	17
248	0	1	14
249	1	3	16
250	1	6	17
251	1	2	12
252	0	2	11
253	1	3	17
254	1	3	00
255	1	4	16
256	1	1	18
257	1	2	07
258	1	2	01
259	1	1	19
260	1	2	20
261	0	2	01
262	0	2	07
263	1	3	00
264	0	3	07
265	1	3	11
266	1	4	12
267	0	1	12
268	1	2	02
269	1	5	14
270	1	1	04
271	1	1	00
272	1	1	04
273	1	1	04
274	1	2	00
275	1	4	16
276	0	3	01
277	1	4	18
278	1	2	14
279	1	5	07
280	0	3	00
281	1	2	17
282	1	2	00
283	1	2	12
284	0	3	00
285	1	2	01
286	1	5	13
287	0	2	12
288	0	2	00
289	0	2	20
290	1	3	12
291	1	3	07
292	1	6	01
293	0	4	09
294	1	1	00
295	1	5	05
296	1	1	02
297	0	1	04
298	1	2	12
299	1	2	07
300	1	1	04
301	1	1	04
302	1	2	07
303	1	2	00
304	0	1	00
305	1	1	00
306	1	5	16
307	1	2	02
308	1	2	04
309	0	1	04
310	1	1	04
311	0	5	02
312	0	1	04
313	0	6	09
314	0	6	01
315	1	6	13
316	1	3	07
317	0	6	13
318	0	5	06
319	1	3	06
320	1	1	04
321	1	6	17
322	1	4	12
323	1	3	17
324	0	5	03
325	1	5	11
326	1	3	18
327	1	3	12
328	1	3	07
329	1	6	07
330	1	2	07
331	1	5	01
332	1	3	02
333	0	6	02
334	1	3	18
335	1	1	00
336	1	1	19
337	1	3	07
338	1	5	07
339	0	2	03
340	0	6	13
341	1	1	12
342	0	3	03
343	1	3	14
344	1	2	12
345	0	2	00
346	0	6	01
347	1	5	07
348	1	0	10
349	1	4	20
350	1	1	04
351	1	1	04
352	0	3	07
353	1	3	01
354	1	1	03
355	1	6	20
356	1	1	00
357	0	6	01
358	1	2	17
359	1	3	17
360	0	2	14
361	1	3	20
362	1	1	10
363	0	3	01
364	0	1	04
365	1	5	15
366	1	5	12
367	1	2	00
368	1	3	01
369	1	1	17
370	1	1	04
371	0	1	04
372	0	2	02
373	0	3	14
374	1	2	02
375	1	3	01
376	1	2	17
377	0	1	00
378	0	3	01
379	1	2	02
380	1	3	17
381	0	3	20
382	0	2	07
383	1	2	11
384	1	2	06
385	1	2	00
386	0	3	07
387	0	2	00
388	1	2	06
389	1	2	04
390	1	4	11
391	1	1	07
392	1	3	17
393	1	1	00
394	1	1	05
395	1	2	01
396	1	3	17
397	1	2	17
398	0	3	06
399	0	1	03
400	1	1	00
401	1	2	11
402	1	1	04
403	1	1	04
404	1	6	01
405	1	2	20
406	1	1	17
407	1	2	11
408	1	1	12
409	0	2	01
410	0	4	01
411	1	3	15
412	1	2	11
413	1	2	00
414	0	3	00
415	1	4	14
416	0	2	00
417	0	2	03
418	1	1	03
419	1	3	01
420	0	4	03
421	1	6	17
422	1	1	04
423	1	2	17
424	1	2	12
425	1	1	04
426	1	3	12
427	0	1	04
428	1	1	00
429	0	1	10
430	1	1	10
431	1	4	16
432	1	5	06
433	0	4	03
434	1	2	07
435	1	1	04
436	1	3	17
437	1	1	11
438	1	3	14
439	1	6	01
440	1	3	01
441	1	2	01
442	1	2	03
443	1	6	00
444	1	4	12
445	0	5	00
446	0	4	11
447	1	2	17
448	1	2	07
449	1	4	01
450	1	6	13
451	1	5	17
452	1	1	04
453	1	2	20
454	0	3	02
455	1	3	00
456	1	1	04
457	1	5	16
458	0	1	04
459	1	4	18
460	1	5	07
461	1	1	16
462	1	2	07
463	0	1	04
464	1	1	19
465	1	2	05
466	0	3	03
467	0	0	10
468	1	3	06
469	0	0	10
470	1	3	07
471	1	3	00
472	0	1	04
473	1	2	17
474	0	2	02
475	1	3	00
476	1	3	14
477	1	5	16
478	1	2	12
479	0	1	04
480	1	4	07
481	1	2	14
482	1	1	12
483	0	0	10
484	1	6	07
485	1	6	00
486	0	3	17
487	1	2	12
488	1	1	04
489	1	0	10
490	1	1	04
491	1	2	12
492	1	5	07
493	0	3	00
494	1	1	10
495	1	1	04
496	0	2	17
497	1	3	17
498	0	2	01
499	0	1	02
500	1	2	02
501	1	3	06
502	1	3	11
503	1	2	02
504	1	3	17
505	1	2	16
506	0	2	00
507	1	2	12
508	1	2	02
509	1	1	12
510	0	4	04
511	1	3	00
512	1	2	00
513	1	2	02
514	1	2	01
515	0	6	14
516	0	2	14
517	0	3	12
518	0	3	14
519	0	3	20
520	1	6	07
521	1	2	12
522	1	5	07
523	1	1	00
524	1	3	06
525	1	4	17
526	0	2	02
527	0	1	17
528	1	3	12
529	1	2	02
530	0	1	14
531	1	2	07
532	1	2	12
533	1	2	15
534	1	3	06
535	1	2	20
536	1	4	14
537	1	6	16
538	1	2	02
539	1	1	01
540	0	1	04
541	1	1	04
542	1	2	05
543	1	3	12
544	1	3	17
545	0	2	00
546	1	3	12
547	0	3	16
548	1	2	06
549	1	4	08
550	1	3	20
551	1	5	18
552	1	2	02
553	1	2	12
554	1	1	04
555	0	2	09
556	1	6	01
557	1	3	20
558	0	2	07
559	1	4	15
560	0	1	14
561	1	3	20
562	1	2	04
563	1	4	01
564	1	2	16
565	1	2	17
566	1	3	20
567	0	5	17
568	0	1	04
569	1	2	04
570	1	5	05
571	1	1	04
572	0	3	02
573	1	2	19
574	1	2	12
575	0	4	15
576	1	3	00
577	1	1	17
578	1	2	05
579	1	0	10
580	1	5	14
581	1	1	04
582	0	2	00
583	0	2	00
584	1	1	01
585	1	3	14
586	1	2	20
587	0	2	11
588	1	1	02
589	0	3	06
590	1	2	00
591	1	1	00
592	0	5	01
593	0	6	13
594	1	2	07
595	0	2	01
596	1	3	12
597	1	3	07
598	1	5	06
599	1	3	17
600	0	1	20
601	0	6	06
602	0	2	06
603	1	4	17
604	0	1	04
605	0	0	10
606	1	2	00
607	1	1	04
608	1	2	07
609	1	2	04
610	1	3	00
611	1	5	07
612	1	3	20
613	1	3	01
614	1	5	17
615	1	2	07
616	0	2	07
617	1	2	00
618	0	1	01
619	1	1	00
620	1	1	04
621	1	2	00
622	1	2	17
623	1	2	01
624	0	3	12
625	1	1	04
626	1	5	02
627	0	3	00
628	0	0	10
629	0	3	14
630	1	3	17
631	1	4	17
632	1	2	17
633	0	0	10
634	1	6	17
635	1	1	20
636	1	3	12
637	1	2	06
638	1	4	17
639	1	1	04
640	0	3	00
641	0	3	01
642	1	2	02
643	1	2	20
644	1	3	20
645	1	3	07
646	1	3	12
647	0	2	12
648	1	2	04
649	1	2	17
650	1	3	07
651	1	1	20
652	1	6	13
653	1	5	07
654	0	2	02
655	0	4	16
656	0	5	13
657	0	2	00
658	0	2	00
659	1	4	16
660	1	4	01
661	1	1	04
662	0	2	07
663	1	3	18
664	1	1	02
665	0	1	00
666	1	2	18
667	0	2	03
668	1	2	17
669	1	2	12
670	1	1	04
671	1	3	07
672	1	2	20
673	1	2	17
674	1	2	20
675	1	1	16
676	1	5	02
677	1	2	00
678	1	3	16
679	1	2	12
680	1	3	07
681	1	2	04
682	1	2	04
683	1	2	04
684	1	2	04
685	1	1	04
686	0	2	07
687	1	6	13
688	0	5	00
689	1	2	12
690	1	3	11
691	0	2	00
692	1	3	12
693	1	1	04
694	0	1	01
695	1	2	12
696	0	5	06
697	1	1	04
698	1	1	00
699	1	5	17
700	0	1	04
701	1	3	07
702	0	6	01
703	0	3	08
704	1	2	04
705	1	3	20
706	1	3	07
707	1	2	00
708	1	1	00
709	1	2	20
710	1	2	18
711	1	2	00
712	1	3	07
713	1	1	04
714	1	1	00
715	1	1	04
716	1	2	11
717	1	1	02
718	1	0	00
719	1	1	00
720	0	3	09
721	1	2	12
722	1	2	12
723	1	5	13
724	1	6	11
725	0	2	09
726	1	3	11
727	1	2	06
728	1	3	12
729	1	2	00
730	1	4	03
731	1	2	07
732	1	3	16
733	1	2	07
734	1	2	14
735	1	1	12
736	1	0	19
737	1	1	17
738	1	3	12
739	1	2	14
740	1	2	05
741	1	1	00
742	0	0	02
743	1	2	17
744	1	0	10
745	0	1	19
746	1	1	04
747	1	2	00
748	1	3	18
749	0	3	09
750	0	2	17
751	0	2	03
752	1	0	10
753	1	3	07
754	0	3	00
755	1	3	00
756	1	2	12
757	1	3	07
758	0	6	03
759	1	6	15
760	1	1	07
761	1	0	10
762	1	1	10
763	1	1	20
764	1	2	17
765	0	2	07
766	1	2	12
767	1	2	12
768	1	4	17
769	1	1	04
770	0	5	01
771	1	1	12
772	1	2	06
773	1	1	04
774	1	0	17
775	0	2	03
776	1	1	19
777	1	1	17
778	1	2	00
779	1	2	17
780	1	1	04
781	1	6	01
782	1	2	04
783	1	1	00
784	1	1	19
785	1	2	00
786	1	1	04
787	1	2	00
788	1	1	01
789	1	2	17
790	1	3	07
791	1	2	17
792	0	3	14
793	1	5	20
794	0	3	14
795	1	5	06
796	0	5	07
797	0	2	20
798	0	2	05
799	0	3	12
800	0	2	20
801	1	2	16
802	1	1	04
803	1	2	20
804	1	3	12
805	1	3	00
806	1	1	04
807	1	2	07
808	1	2	17
809	1	2	12
810	1	5	00
811	1	2	06
812	1	1	04
813	0	1	04
814	1	2	04
815	1	4	00
816	1	1	04
817	1	1	04
818	1	3	07
819	1	3	07
820	1	1	02
821	0	2	01
822	1	2	00
823	1	3	12
824	1	6	01
825	0	3	01
826	1	4	02
827	1	1	04
828	1	0	19
829	1	3	07
830	0	4	00
831	1	1	02
832	1	3	07
833	0	3	12
834	1	6	00
835	1	2	11
836	1	6	07
837	1	5	17
838	1	2	00
839	0	2	03
840	0	5	14
841	0	1	00
842	1	2	07
843	1	2	00
844	0	1	00
845	1	2	05
846	0	2	07
847	1	2	15
848	1	2	03
849	1	3	00
850	1	1	04
851	1	2	05
852	1	2	17
853	0	2	16
854	0	1	02
855	0	4	06
856	1	3	17
857	1	3	14
858	1	2	12
859	1	1	00
860	1	2	07
861	1	3	07
862	1	2	07
863	0	2	00
864	1	3	01
865	1	0	10
866	1	4	12
867	1	5	17
868	1	1	20
869	0	2	01
870	1	0	10
871	1	5	01
872	1	6	06
873	1	4	15
874	1	0	10
875	1	2	04
876	1	2	00
877	1	1	02
878	1	4	16
879	1	3	17
880	1	1	14
881	1	1	02
882	0	3	14
883	1	0	10
884	1	3	00
885	0	6	00
886	0	6	16
887	0	0	10
888	1	4	20
889	1	1	04
890	1	2	01
891	1	3	00
892	0	5	06
893	1	1	04
894	1	5	01
895	1	1	15
896	1	2	06
897	1	2	07
898	0	2	01
899	0	6	13
900	0	6	00
901	1	6	00
902	1	6	13
903	1	3	20
904	0	4	12
905	1	0	10
906	0	4	06
907	0	5	01
908	1	4	07
909	0	5	00
910	1	5	00
911	0	3	02
912	1	2	00
913	0	3	09
914	1	2	07
915	0	2	01
916	1	5	06
917	0	4	01
918	0	3	01
919	1	1	04
920	1	2	17
921	1	6	16
922	1	2	07
923	1	5	17
924	0	3	03
925	1	0	10
926	0	2	20
927	0	6	16
928	1	2	15
929	1	2	05
930	0	6	01
931	0	3	06
932	1	4	01
933	0	3	07
934	1	3	14
935	1	1	04
936	1	2	15
937	0	2	01
938	0	2	20
939	1	0	10
940	1	1	20
941	0	5	06
942	0	4	12
943	1	3	00
944	1	4	07
945	1	3	07
946	1	1	00
947	1	6	12
948	1	5	17
949	1	3	07
950	1	4	02
951	1	6	16
952	1	5	20
953	0	2	00
954	0	5	07
955	1	3	01
956	1	3	01
957	1	3	02
958	1	5	11
959	1	0	10
960	1	1	10
961	0	2	01
962	1	2	00
963	1	2	07
964	1	6	07
965	1	6	02
966	0	1	00
967	1	5	12
968	0	2	11
969	1	2	00
970	1	2	12
971	1	4	01
972	0	2	01
973	1	3	19
974	1	3	00
975	1	3	14
976	1	2	02
977	1	1	00
978	1	0	10
979	1	2	06
980	1	2	20
981	0	2	09
982	0	2	16
983	1	5	16
984	1	2	04
985	0	6	00
986	0	3	17
987	1	5	11
988	1	5	00
989	1	1	06
990	0	2	09
991	0	3	03
992	1	2	00
993	1	1	02
994	0	1	04
995	1	2	17
996	1	0	19
997	1	4	20
998	1	2	15
999	0	2	06
1000	1	2	04
1001	1	5	11
1002	1	2	02
1003	1	2	03
1004	1	3	11
1005	1	1	04
1006	1	5	12
1007	1	3	03
1008	1	5	07
1009	1	2	00
1010	1	2	08
1011	0	3	01
1012	1	6	13
1013	0	4	17
1014	1	3	03
1015	1	6	16
1016	1	3	00
1017	1	1	04
1018	1	3	01
1019	1	1	20
1020	1	3	00
1021	1	2	03
1022	1	6	13
1023	0	3	01
1024	1	2	16
1025	0	4	00
1026	1	1	04
1027	0	4	07
1028	1	2	00
1029	1	2	07
1030	1	3	16
1031	1	5	16
1032	1	2	05
1033	0	3	01
1034	1	1	02
1035	1	3	07
1036	1	4	07
1037	0	6	15
1038	0	3	01
1039	1	2	11
1040	1	4	02
1041	1	3	05
1042	0	5	11
1043	1	2	20
1044	0	0	10
1045	1	6	18
1046	1	1	00
1047	1	3	06
1048	1	4	14
1049	1	2	01
1050	0	2	00
1051	0	3	02
1052	1	3	00
1053	1	0	10
1054	1	3	00
1055	1	0	00
1056	1	4	17
1057	1	2	01
1058	0	2	00
1059	1	1	10
1060	1	4	00
1061	1	5	19
1062	1	3	07
1063	1	2	07
1064	0	2	00
1065	1	4	12
1066	1	3	12
1067	0	1	04
1068	1	2	20
1069	0	4	02
1070	1	5	16
1071	0	3	07
1072	0	2	06
1073	1	4	17
1074	0	2	06
1075	0	2	03
1076	1	2	03
1077	0	4	09
1078	1	2	07
1079	1	6	07
1080	1	1	04
1081	1	4	07
1082	1	6	00
1083	1	0	19
1084	1	2	07
1085	1	1	04
1086	1	2	16
1087	0	0	10
1088	1	3	06
1089	1	2	07
1090	1	1	05
1091	0	1	04
1092	1	5	14
1093	0	1	00
1094	0	6	06
1095	1	0	10
1096	1	1	17
1097	1	3	07
1098	1	2	17
1099	1	2	00
1100	1	3	01
1101	1	1	01
1102	0	4	07
1103	1	3	11
1104	1	3	06
1105	1	1	04
1106	0	5	01
1107	1	6	01
1108	1	1	10
1109	0	6	06
1110	0	5	16
1111	1	1	06
1112	1	1	04
1113	0	1	09
1114	0	2	01
1115	1	2	15
1116	1	1	14
1117	1	5	13
1118	1	3	01
1119	1	1	04
1120	1	6	07
1121	1	6	14
1122	1	5	00
1123	1	2	02
1124	0	1	04
1125	1	6	16
1126	1	2	00
1127	1	2	01
1128	1	3	17
1129	1	1	07
1130	1	6	13
1131	1	1	12
1132	1	1	02
1133	1	1	20
1134	1	5	13
1135	0	3	07
1136	1	1	04
1137	1	1	12
1138	1	2	01
1139	0	4	02
1140	0	2	03
1141	1	1	01
1142	1	5	07
1143	1	2	07
1144	1	5	03
1145	0	1	16
1146	1	2	20
1147	1	3	17
1148	1	2	12
1149	0	2	20
1150	1	2	15
1151	1	1	04
1152	1	1	10
1153	0	0	10
1154	1	2	12
1155	0	5	02
1156	1	4	07
1157	0	3	01
1158	1	1	00
1159	1	1	14
1160	1	2	00
1161	0	3	00
1162	1	0	10
1163	0	2	19
1164	1	2	12
1165	1	6	06
1166	0	5	01
1167	0	2	00
1168	1	2	20
1169	1	6	03
1170	1	4	12
1171	0	2	00
1172	0	2	07
1173	0	1	16
1174	0	2	02
1175	1	6	01
1176	0	2	17
1177	1	6	00
1178	1	5	01
1179	0	5	20
1180	1	3	07
1181	1	0	10
1182	1	3	19
1183	0	2	04
1184	0	3	01
1185	1	1	19
1186	0	0	00
1187	1	4	07
1188	1	2	00
1189	1	4	00
1190	0	3	00
1191	1	5	16
1192	1	2	12
1193	0	2	01
1194	0	0	10
1195	0	1	14
1196	1	3	01
1197	1	0	10
1198	1	5	13
1199	1	0	00
1200	1	1	04
1201	1	3	12
1202	0	2	01
1203	1	2	07
1204	0	6	00
1205	0	5	07
1206	1	5	00
1207	1	2	00
1208	1	3	07
1209	1	2	17
1210	1	1	04
1211	0	5	01
1212	1	5	00
1213	1	6	13
1214	1	3	17
1215	1	2	02
1216	1	2	12
1217	1	6	15
1218	1	2	07
1219	1	0	10
1220	1	1	00
1221	1	3	00
1222	1	2	02
1223	1	5	13
1224	1	4	07
1225	1	1	20
1226	1	5	01
1227	1	2	01
1228	0	2	04
1229	1	2	11
1230	1	2	12
1231	0	1	04
1232	0	4	20
1233	1	1	04
1234	0	2	07
1235	0	2	01
1236	1	1	04
1237	0	3	20
1238	0	2	20
1239	0	1	14
1240	1	0	10
1241	0	3	00
1242	1	3	15
1243	1	2	04
1244	1	2	17
1245	1	1	04
1246	1	3	00
1247	0	3	20
1248	1	3	02
1249	1	5	00
1250	1	2	07
1251	1	6	13
1252	0	3	20
1253	0	1	01
1254	1	2	17
1255	1	2	20
1256	0	1	14
1257	1	4	07
1258	1	3	07
1259	1	2	17
1260	1	1	04
1261	1	2	04
1262	1	0	10
1263	1	2	01
1264	0	1	20
1265	1	2	04
1266	1	2	15
1267	1	5	02
1268	0	6	13
1269	1	2	06
1270	0	4	06
1271	1	1	20
1272	1	3	02
1273	1	4	07
1274	1	5	17
1275	1	3	17
1276	0	1	00
1277	1	1	04
1278	1	3	01
1279	1	0	10
1280	1	2	19
1281	1	5	01
1282	0	1	01
1283	1	4	16
1284	1	3	04
1285	1	3	17
1286	0	5	07
1287	0	3	19
1288	1	4	06
1289	1	3	00
1290	0	3	00
1291	1	2	07
1292	1	2	05
1293	0	5	20
1294	0	3	06
1295	1	0	00
1296	1	2	07
1297	1	3	06
1298	1	2	14
1299	1	0	10
1300	0	2	02
1301	1	1	04
1302	1	2	19
1303	1	2	14
1304	1	4	20
1305	1	2	03
1306	1	6	13
1307	1	0	10
1308	1	2	14
1309	1	4	00
1310	1	1	10
1311	1	2	14
1312	1	1	04
1313	0	1	04
1314	1	3	07
1315	1	5	02
1316	1	4	07
1317	1	1	16
1318	0	2	03
1319	1	2	04
1320	0	2	14
1321	1	6	00
1322	0	3	02
1323	1	3	16
1324	1	2	01
1325	0	2	00
1326	1	0	10
1327	1	3	14
1328	1	1	14
1329	1	6	01
1330	1	4	00
1331	1	2	07
1332	1	2	17
1333	1	5	07
1334	1	3	00
1335	0	5	20
1336	1	6	17
1337	1	2	00
1338	1	3	18
1339	1	2	07
1340	1	1	07
1341	1	3	00
1342	1	3	14
1343	0	2	09
1344	0	2	02
1345	1	3	20
1346	0	1	01
1347	0	0	10
1348	1	5	07
1349	0	3	00
1350	0	2	17
1351	1	3	20
1352	1	0	10
1353	0	2	02
1354	0	4	20
1355	0	1	04
1356	1	4	00
1357	1	3	17
1358	1	3	01
1359	1	2	20
1360	0	2	00
1361	1	3	12
1362	1	5	07
1363	0	4	02
1364	0	0	10
1365	1	0	10
1366	1	2	12
1367	0	2	03
1368	1	2	05
1369	1	3	02
1370	0	5	02
1371	1	0	10
1372	0	2	01
1373	1	5	01
1374	0	4	05
1375	0	4	01
1376	1	3	16
1377	0	4	07
1378	0	6	13
1379	1	0	10
1380	1	1	11
1381	0	4	01
1382	0	2	07
1383	1	1	10
1384	0	2	05
1385	0	2	00
1386	0	5	13
1387	1	6	20
1388	1	2	17
1389	1	3	16
1390	1	3	15
1391	1	4	03
1392	1	1	04
1393	0	2	03
1394	1	2	02
1395	0	2	12
1396	1	3	07
1397	0	6	16
1398	1	1	17
1399	1	2	07
1400	0	1	01
1401	1	1	04
1402	0	2	00
1403	1	5	16
1404	1	6	13
1405	1	2	04
1406	0	3	15
1407	1	2	00
1408	1	1	04
1409	1	5	07
1410	1	3	01
1411	1	2	17
1412	1	1	03
1413	1	1	04
1414	1	4	14
1415	1	2	14
1416	1	3	16
1417	1	1	04
1418	0	2	01
1419	1	1	04
1420	0	0	10
1421	1	3	17
1422	1	2	04
1423	1	3	00
1424	1	0	10
1425	1	1	14
1426	1	2	12
1427	0	4	11
1428	0	3	03
1429	1	1	04
1430	1	6	06
1431	1	3	01
1432	0	1	14
1433	0	0	10
1434	1	2	14
1435	0	5	06
1436	1	5	03
1437	1	1	02
1438	1	3	03
1439	1	3	12
1440	1	3	16
1441	1	1	02
1442	1	3	02
1443	0	2	04
1444	1	2	02
1445	1	3	12
1446	1	1	04
1447	0	2	03
1448	1	3	20
1449	1	1	04
1450	1	3	20
1451	0	6	13
1452	1	2	14
1453	1	1	04
1454	0	4	00
1455	1	2	02
1456	1	2	01
1457	1	0	00
1458	0	2	00
1459	0	1	04
1460	0	4	00
1461	1	3	16
1462	1	5	16
1463	1	3	12
1464	1	5	16
1465	1	1	04
1466	1	2	05
1467	1	0	14
1468	1	6	20
1469	1	1	04
1470	1	2	17
1471	1	2	07
1472	1	2	14
1473	1	2	04
1474	0	2	02
1475	0	1	00
1476	0	4	01
1477	1	0	10
1478	0	5	02
1479	1	2	20
1480	1	3	17
1481	1	2	07
1482	1	1	04
1483	1	2	12
1484	0	2	09
1485	1	2	16
1486	1	3	07
1487	1	2	07
1488	0	3	02
1489	1	5	07
1490	1	1	04
1491	1	2	12
1492	0	2	14
1493	1	2	17
1494	1	1	00
1495	1	2	17
1496	1	5	05
1497	1	1	04
1498	1	0	10
1499	1	2	17
1500	1	2	11
1501	1	1	04
1502	1	2	12
1503	1	1	19
1504	1	5	11
1505	1	2	07
1506	1	3	17
1507	0	0	10
1508	1	0	00
1509	0	2	01
1510	1	3	12
1511	1	2	20
1512	0	3	16
1513	1	1	04
1514	1	2	16
1515	0	2	12
1516	1	1	00
1517	1	2	02
1518	1	1	04
1519	1	2	17
1520	0	2	07
1521	1	3	20
1522	1	2	17
1523	1	1	04
1524	0	2	16
1525	1	6	17
1526	1	1	10
1527	1	2	15
1528	1	1	04
1529	1	2	04
1530	1	4	17
1531	1	1	14
1532	1	4	01
1533	1	5	12
1534	0	1	20
1535	0	3	03
1536	1	1	20
1537	1	2	03
1538	1	2	03
1539	1	4	00
1540	1	6	17
1541	1	1	17
1542	1	2	11
1543	1	2	12
1544	1	2	20
1545	1	2	04
1546	1	6	13
1547	1	3	01
1548	1	3	06
1549	1	1	04
1550	1	2	11
1551	1	4	20
1552	0	2	15
1553	0	3	12
1554	0	1	00
1555	1	1	04
1556	0	1	04
1557	1	1	06
1558	1	3	08
1559	0	2	03
1560	0	1	04
1561	1	1	20
1562	0	0	10
1563	1	5	01
1564	1	4	17
1565	1	3	16
1566	1	2	12
1567	0	0	10
1568	0	6	13
1569	1	1	17
1570	1	2	20
1571	0	2	03
1572	1	0	00
1573	1	2	06
1574	0	5	07
1575	0	4	09
1576	1	6	00
1577	1	1	04
1578	1	2	00
1579	0	1	04
1580	0	1	04
1581	1	1	00
1582	1	3	06
1583	1	2	19
1584	1	6	20
1585	1	4	07
1586	0	2	03
1587	1	2	11
1588	1	2	00
1589	1	3	01
1590	1	5	07
1591	1	3	07
1592	1	2	16
1593	0	3	20
1594	1	3	01
1595	0	1	05
1596	1	2	12
1597	1	3	13
1598	1	2	00
1599	1	3	07
1600	1	2	12
1601	0	2	07
1602	0	2	00
1603	1	2	11
1604	0	1	00
1605	0	3	03
1606	1	4	01
1607	1	2	11
1608	0	3	09
1609	1	2	11
1610	1	2	00
1611	1	2	17
1612	1	1	20
1613	1	3	00
1614	0	4	07
1615	1	2	00
1616	1	2	12
1617	1	5	00
1618	1	5	03
1619	1	2	20
1620	1	2	04
1621	1	1	04
1622	1	5	15
1623	1	2	00
1624	1	4	00
1625	1	1	04
1626	1	1	17
1627	1	1	20
1628	1	1	04
1629	1	4	17
1630	0	5	00
1631	1	2	16
1632	0	4	07
1633	0	6	00
1634	1	2	00
1635	0	2	19
1636	1	6	00
1637	0	1	17
1638	1	2	17
1639	1	3	17
1640	1	2	00
1641	1	5	13
1642	1	4	02
1643	1	1	12
1644	0	1	09
1645	1	2	20
1646	1	1	18
1647	1	5	14
1648	1	1	19
1649	1	2	19
1650	1	2	12
1651	1	2	16
1652	1	1	00
1653	0	4	00
1654	1	1	04
1655	1	2	17
1656	0	4	00
1657	0	3	06
1658	0	1	09
1659	0	2	02
1660	1	3	07
1661	1	2	12
1662	1	1	04
1663	0	1	04
1664	1	4	17
1665	1	2	14
